Area,Utility Group,Utility,Indicator Category,Indicator Sub Category,Indicator Code,Derived,Indicator Name,Unit,Footnote (2023-2024),2023-2024,2022-2023,2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003
Victoria,"Large—50,000–100,000 connected properties",Central Highlands Water,Finance,Net profit after tax,F30,Derived,Net profit after tax ratio,ratio,,-0.0274,0.0908,0.0905,0.1565,0.1355,0.1171,0.1163,0,0.1038,0.077,0.0429,-0.0547,-0.0343,-0.0303,-0.1148,-0.0862,-0.0223,,,,,0
Victoria,"Large—50,000–100,000 connected properties",Central Highlands Water,Finance,Community service obligations (CSOs),F25,Report,Community service obligations ($),$ 000s,,6025.95,6573.868,6792.036,7794.686,7202.443,6914.886,7240.379,5501.565,6632.634,0,0,0,0,0,0,,,,3690.136,,,
Victoria,"Large—50,000–100,000 connected properties",Central Highlands Water,Finance,Capital works grants,F26,Report,Capital works grants: water supply,$ 000s,,1061.15,1070.118,1060.738,1407.708,107.721,280.697,182.899,561.222,104.596,944.491,912.449,1606.65,0,-700.435,5500.556,1470.613,196739.741,0,0,,,
Victoria,"Large—50,000–100,000 connected properties",Central Highlands Water,Finance,Capital works grants,F27,Report,Capital works grants: wastewater,$ 000s,,417.17,80.478,0,0,0,0,609.664,Not applicable,2538.025,0,0,0,0,0,0,5827.765,0,0,0,,,
Victoria,"Large—50,000–100,000 connected properties",Central Highlands Water,Finance,Costs,IF11,Report,Operating cost: water supply,$ 000s,,39279.69,37386.898,35193.706,36215.813,36874.681,38112.612,34436.395,36679.319,34877.86,33175.102,34536.351,35594.896,46934.209,33892.644,35997.73,41678.198,,,,,,
Victoria,"Large—50,000–100,000 connected properties",Central Highlands Water,Finance,Costs,IF12,Report,Operating cost: wastewater,$ 000s,,40052.36,44935.191,41182.91,41932.112,42952.058,42533.346,39672.126,29744.66,28283.78,26901.987,28006.842,28865.256,38059.501,27483.664,23276.25,21163.521,,,,,,
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Revenue,F1,Report,Total revenue: water supply,$ 000s,,383055.442,366742.049,358843.627,369399.09,379933.308,385257.292,383947.954,386270.975,394297.282,352188.946,336135.937,317418.121,,,277752.08,271037.613,219198.504,207300.313,210540.521,199590.239,183494.005,159878.483
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Revenue,F2,Report,Total revenue: wastewater,$ 000s,,292484.972,298118.823,298111.886,310469.013,322848.435,344529.767,359211.456,362305.359,376630.482,309674.015,296866.721,275525.288,,,275680.705,244056.674,242269.945,236058.765,271495.084,241007.616,221313.38,196855.089
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Revenue,F3,Report,Total income for the utility,$ 000s,,675540.414,664860.874,658396.797,679868.103,702781.743,729787.06,743159.409,748576.334,770927.764,661862.962,636520.803,597370.601,,,565833.592,669904.723,461456.256,443262.98,482035.605,440597.855,404767.952,356733.572
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Revenue,F4,Report,Percentage of residential revenue from usage charges: water supply,%,,72.7,68.2,71.1,75.2,75,74,74,No data,No data,,74.2,71.8,,,71.1,66.8,59.9,63.1,61.7,63.4,45.8,42
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Revenue,F5,Derived,Revenue per property: water supply,$/property,,1372.43,1328.78,1314.44,1363.09,1412.21,1453.8,1471.07,1530.4,1594.73,1477.92,1430.82,1335.5,,,1213.36,1201.62,912.92,885.36,931.05,974.33,908.67,811.13
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Revenue,F6,Derived,Revenue per property: wastewater,$/property,,1105.13,1137.86,1151.01,1208.05,1276.08,1372.62,1454.29,1505.22,1591.71,1364.08,1327.53,1220.7,,,1269.69,1141.02,1066.85,1068.1,1268.43,1268.97,1189.84,1081.51
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Revenue,F7,Derived,Total income per property,$/property,,2420.36,2408.92,2411.72,2508.74,2612.52,2753.92,2847.35,2965.84,3118.01,2777.44,2709.45,2513.37,,,2471.49,2969.31,1923.38,1893.6,2132.98,2149.55,2004.21,1810.12
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Revenue from community service obligations (CSOs),F8,Derived,Community service obligations ratio,ratio,,0.0,0.0035,0.0043,0.004,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0.0,0,0
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Costs,F9,Report,Written-down replacement cost of fixed water supply assets,$ 000s,,2674780.464,2706921.444,2138562.02,1607730.21,1603315.033,1637584.305,1663331.037,1707788.114,1783747.588,1848048.118,1888676.441,1958771.801,,,1984582.713,1938130.065,2329360.549,2222331.255,2163435.242,1367314.175,1175601.533,1189959.906
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Costs,F10,Report,Written-down replacement cost of fixed wastewater assets,$ 000s,,3390657.389,3140537.783,3750071.866,2803795.567,2812365.169,2839764.832,2927005.524,2983345.295,2777211.801,2930978.7,3011124.344,3138207.77,,,3842388.298,3825623.758,2531190.699,2443022.247,2340639.64,1303304.741,1196507.714,1181060.309
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Costs,F11,Derived,Operating cost per property: water supply,$/property,,960.8,973.98,948.42,1070.8,1059.45,1041.95,1026.99,1041.58,1005.51,1018.82,972.95,881.12,,,777.13,651.8,376.45,293.02,373.07,286.27,305.17,282.67
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Costs,F12,Derived,Operating cost per property: wastewater,$/property,,571.2,563.1,473.06,414.04,420.23,389.7,406.82,422.92,420.09,453.66,440.13,413.99,,,434.79,425.66,429.79,345.01,407.13,380.02,332.61,303.73
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Capital Expenditure,F14,Report,Capital expenditure: water supply,$ 000s,,21260.0,26180.594,39549.88,24240.706,25074.067,16883.834,19258.059,19665.875,14430.499,18898.8,17912.686,26193.756,,,43417.992,80202.338,195555.535,149510.869,75187.945,75009.983,30988.948,17416.454
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Capital Expenditure,F15,Report,Capital expenditure: wastewater,$ 000s,,99779.0,92451.136,140929.488,138177.85,107444.897,75068.583,54249.102,68487.658,50680.405,27091.655,39331.784,53177.449,,,141530.983,194910.128,204652.736,194076.624,117610.725,152348.648,59851.96,22269.184
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Capital Expenditure,F16,Derived,Total capital expenditure: water supply and wastewater,$ 000s,,121039.0,118632,180479,162419,132519,91952,73507,88154,65110,45990,57244,79371,,,184950,275112,400207,343587,192799,227359.0,90841,39686
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Capital Expenditure,F28,Derived,Capital expenditure per property: water supply,$/property,,76.17,94.86,144.87,89.45,93.21,63.71,73.78,77.91,58.36,79.31,76.25,110.21,,,189.23,356.2,,,,,,
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Capital Expenditure,F29,Derived,Capital expenditure per property: wastewater,$/property,,377.0082,352.867,544.1293,537.6521,424.68,299.078,219.632,284.5354,214.1848,119.336,175.8843,235.5997,,,651.4577,911.9277,,,,,,
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Economic real rate of return,F17,Report,Economic real rate of return: water supply,ratio,,2.3,1.6,2.7,2,3.1,4,4.4,4.8,5.1,3.5,3.34,12.56,,,3.2,4.7,3.8,4.6,4.3,,,
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Economic real rate of return,F18,Report,Economic real rate of return: wastewater,ratio,,1.9,2.5,3,4.7,5.1,6.1,6.3,6.3,7.1,4.7,3.84,4.7,,,2.8,2.5,3.9,4.4,5.9,,,
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Economic real rate of return,F19,Report,Economic real rate of return: water supply and wastewater,ratio,,2.1,2.1,2.9,3.7,4.3,5.4,5.6,5.7,6.3,4.2,3.65,7.72,,,2.9,3.2,3.7,4.5,5.1,,,
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Dividends,F20,Report,Dividends,$ 000s,,0.0,0,0,20967.454,16572.417,1199.562,4267.646,2992.784,0,0,521.4,17807.042,,,123144.276,137278.369,123942.318,120476.726,92070.116,73001.057,70281.048,111523.243
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Dividends,F21,Derived,Dividend payout ratio,ratio,,0.0,0,0,1,0.4,0,0,0,0,0,0.7,,,,,,,,,,,0
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Net debt to equity,F22,Report,Net debt to equity ratio,ratio,,22.5,24,22.5,25.9,25,26,28,29.5,33,45,39.4,42.5,,,,,,,,,,
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Interest cover,F23,Report,Interest cover ratio,ratio,,1.7,1.5,1.6,1.5,2,2,2,2.6,2.7,1.8,1.56,1.47,,,>100,442.9,4.3,8.4,12.1,,,
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Dividends,F24,Report,Net profit after tax (NPAT),$ 000s,,22935.753,10809.635,21928.972,21168.733,41575.459,88704.003,103422.143,116002.659,122110.249,20642.969,28730.425,27143.019,,,,,,,,,,
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Net profit after tax,F30,Derived,Net profit after tax ratio,ratio,,0.034,0.0163,0.0333,0,0.1,0.1215,0.1392,0,0.0312,0.0451,0.0454,,,0,0,0,0,0,0,0.0,0,0
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Community service obligations (CSOs),F25,Report,Community service obligations ($),$ 000s,,0.0,2339.293,2854.214,2379.462,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Capital works grants,F26,Report,Capital works grants: water supply,$ 000s,,0.0,0,0,209.675,0,0,0,0,0,0,0,0,,,8580.174,1510.519,19550.829,10206.848,162.204,,,
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Capital works grants,F27,Report,Capital works grants: wastewater,$ 000s,,0.0,0,0,0,0,0,0,0,0,0,0,0,,,3840.856,26506.5,10354.563,45389.675,11938.199,,,
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Costs,IF11,Report,Operating cost: water supply,$ 000s,,268166.256,268818.891,258917.363,290186.368,284908.254,276117.554,268045.993,262896.471,248613.181,242693.296,228571.186,209706.7,,,177797.385,147022.84,,,,,,
Queensland,"Major—100,000+ connected properties",City of Gold Coast,Finance,Costs,IF12,Report,Operating cost: wastewater,$ 000s,,151173.699,147530.055,122521.071,106408.291,106400.834,97814.675,100482.344,101796.926,99401.03,102940.598,98423.312,93561.945,,,94532.14,91027.23,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Revenue,F1,Report,Total revenue: water supply,$ 000s,Unit rate of water increased with CPI and all users on same rate.,3289.029,3160.098,1675.018,618.814,625.514,534.654,225.723,147.448,1243.828,1513.801,1597.281,1458.43,,,,,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Revenue,F2,Report,Total revenue: wastewater,$ 000s,Tanker Disposals increased at the WWTP in addition to increase in GRV therefore increase in rates.,12902.639,11805.141,10981.543,10896.886,10776.611,10604.127,10369.076,10107.856,9675.344,8717.451,9219.013,8597.303,8684.643,7493.252,7348.038,8293.073,8178.184,6648.078,5636.582,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Revenue,F3,Report,Total income for the utility,$ 000s,Higher income from Tankers and Recycled Water,16191.668,14965.24,12651.003,11515.7,11402.125,11137.932,10594.799,10255.295,10932.011,10231.265,10816.295,10059.222,8684.369,7493.252,7348.038,8293.073,8178.184,7420.012,5636.582,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Revenue,F4,Report,Percentage of residential revenue from usage charges: water supply,%,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,,,,,,,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Revenue,F5,Derived,Revenue per property: water supply,$/property,,274085.75,210673.2,111667.87,44200.98,44679.58,38189.6,18810.26,Not applicable,Not applicable,100920.04,114091.54,112187.04,,,,,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Revenue,F6,Derived,Revenue per property: wastewater,$/property,,965.98,888.4,831.3,824.52,817.96,725.71,793.83,786.05,647.05,581.16,612.4,614.84,579.75,508.6,534.79,592.36,620.3,527.75,512.56,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Revenue,F7,Derived,Total income per property,$/property,,1349305.67,997682.67,843400.21,822549.96,814437.47,795566.58,882899.93,789.21,729.37,682084.31,,,,,,,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Revenue from community service obligations (CSOs),F8,Derived,Community service obligations ratio,ratio,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Costs,F9,Report,Written-down replacement cost of fixed water supply assets,$ 000s,,7020.069,8712.748,9944.461,6997.501,7202.146,7455.277,8211.966,8882.281,5722.015,5801.023,6090.184,6412.476,,,,,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Costs,F10,Report,Written-down replacement cost of fixed wastewater assets,$ 000s,,46484.099,49062.144,54646.958,49614.171,50288.999,50960.988,57645.514,55363.926,22623.932,22936.315,23943.391,25808.621,26279.342,32920.44,24264.27,24901.389,26883.152,,,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Costs,F11,Derived,Operating cost per property: water supply,$/property,,40216.33,50436.65,52669.23,55261.31,91348.26,25447.85,67096.85,Not applicable,Not applicable,121721.07,,,,,,,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Costs,F12,Derived,Operating cost per property: wastewater,$/property,,163.37,197.57,201.46,196.81,222.11,179.37,257.07,276.5,234.56,274.71,282.49,308.3,326.3,321.1,293.1,472.54,534.95,348.16,489.86,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Capital Expenditure,F14,Report,Capital expenditure: water supply,$ 000s,Smaller capital program,449.369,1900.257,3299.82,26.005,0,5.246,203.457,1133.82,440.431,1341.588,48.99,348.266,,,,,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Capital Expenditure,F15,Report,Capital expenditure: wastewater,$ 000s,Increased capital program,1096.521,946.182,8934.17,1505.196,1118.542,211.123,321.805,28.982,194.619,1265.619,947.433,1742.953,2331.168,3364.889,258.561,1262.214,1699.343,385.967,663.414,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Capital Expenditure,F16,Derived,Total capital expenditure: water supply and wastewater,$ 000s,,1546.0,2847,12233,1531,1119,216,526,1163,635,2607,996,2091,2331,3365,259,1262,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Capital Expenditure,F28,Derived,Capital expenditure per property: water supply,$/property,,37447.42,126683.83,219987.98,1857.53,0,374.7,16954.75,Not applicable,Not applicable,89439.2,,,,,,,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Capital Expenditure,F29,Derived,Capital expenditure per property: wastewater,$/property,,82.0934,71.2057,676.3187,113.8919,84.8988,14.4486,24.6368,2.2538,13.0154,84.3746,62.9356,124.648,155.6187,228.3913,18.8181,90.1582,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Economic real rate of return,F17,Report,Economic real rate of return: water supply,ratio,Lower operating costs and lower asset value,0.38,0.25,0.07,-0.02,-0.07,0.03,-1.26,-4.7,-7,-10,-24.13,-22.63,,,,,,,,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Economic real rate of return,F18,Report,Economic real rate of return: wastewater,ratio,Lower operating costs (power) and lower asset value,0.19,0.15,0.12,0.16,0.13,0.15,0.53,3.93,6,14,14.84,10.72,7.36,3.66,7.59,0.13,-2,,,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Economic real rate of return,F19,Report,Economic real rate of return: water supply and wastewater,ratio,Lower operating costs and lower asset value,0.21,0.16,0.11,0.14,0.13,0.14,0.49,2.73,3.47,9,6.94,4.08,7.36,3.66,7.59,0.13,-2,,,,,
Western Australia,"Small—10,000–20,000 connected properties",City of Kalgoorlie-Boulder,Finance,Dividends,F20,Report,Dividends,$ 000s,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,0,0,0,0,0,0,0,0,0,0,,,
